ts_code,end_date,current_eps,predicted_eps,predicted_eps_growth,predicted_rev_growth,n_analysts,eps_dispersion
002291.SZ,20250930,-0.4432,-0.2531,-0.4289,-0.3224,21,0.0087
603101.SH,20250930,0.1709,0.3604,1.109,-0.0138,5,0.0129
002870.SZ,20250930,0.69,1.4189,1.0564,0.0285,2,0.1056
300344.SZ,20250930,-0.0969,-0.0454,-0.5315,0.0112,11,0.0033
003028.SZ,20250930,0.68,0.5872,-0.1364,-0.0002,2,0.0309
300925.SZ,20250930,0.2,0.4116,1.0582,0.1497,1,0.0195
301063.SZ,20250930,0.48,0.9942,1.0712,0.3998,11,0.0331
920834.BJ,20250930,0.31,0.3169,0.0223,0.1179,8,0.0089
300682.SZ,20250930,0.0967,0.1987,1.0551,-0.0825,5,0.0005
600523.SH,20250930,0.29,0.4902,0.6904,0.1171,8,0.0171
600371.SH,20250930,0.0661,0.0386,-0.416,-0.497,4,0.0019
688246.SH,20250930,-1.26,-0.5904,-0.5314,-0.321,2,0.0702
603067.SH,20250930,0.58,1.2235,1.1094,0.0928,3,0.0033
002923.SZ,20250930,-0.16,-0.0817,-0.4892,0.0073,2,0.0069
688331.SH,20250930,-1.01,-0.4747,-0.53,0.4196,20,0.0081
920284.BJ,20250930,0.0694,0.0352,-0.4929,-0.2005,1,0.0013
002452.SZ,20250930,0.3268,0.6282,0.9223,0.065,5,0.0622
688373.SH,20250930,-0.3,-0.1603,-0.4656,0.0609,2,0.0033
688655.SH,20250930,-0.12,-0.0588,-0.5098,0.41,28,0.0022
603033.SH,20250930,-0.111,-0.0569,-0.4869,-0.1056,10,0.0068
002939.SZ,20250930,0.48,0.6495,0.3531,0.4373,2,0.0143
300057.SZ,20250930,-0.0978,-0.0567,-0.4205,-0.1627,6,0.0011
600845.SH,20250930,0.385,0.3534,-0.0822,-0.3553,4,0.0307
002521.SZ,20250930,0.18,0.173,-0.0391,0.0141,4,0.0069
603915.SH,20250930,0.28,0.2573,-0.0812,0.0597,21,0.0007
002424.SZ,20250930,0.04,0.0216,-0.4609,-0.2514,1,0.0001
605007.SH,20250930,0.38,0.1898,-0.5006,0.1864,5,0.0159
301063.SZ,20250930,0.48,0.9808,1.0432,0.5072,12,0.0565
300928.SZ,20250930,-0.73,-0.3791,-0.4807,-0.0612,6,0.0052
600612.SH,20250930,2.748,2.3665,-0.1388,-0.1233,16,0.1067
688039.SH,20250930,-0.2,-0.1047,-0.4765,0.2546,15,0.0005
000820.SZ,20250930,-0.013,-0.007,-0.4624,-0.1721,3,0.0
300414.SZ,20250930,0.0526,0.1108,1.1061,0.1499,2,0.0011
603703.SH,20250930,0.0175,0.0322,0.8407,0.1294,5,0.0016
300140.SZ,20250930,0.2848,0.5729,1.0116,0.0252,12,0.0442
600307.SH,20250930,-0.1135,-0.0555,-0.5106,-0.0574,15,0.002
002412.SZ,20250930,0.164,0.2418,0.4741,0.0877,2,0.0023
300644.SZ,20250930,0.9221,1.9353,1.0988,0.2417,3,0.2239
000997.SZ,20250930,0.9113,1.8564,1.0371,0.1363,1,0.0817
601128.SH,20250930,1.01,2.1287,1.1077,0.123,1,0.091
300157.SZ,20250930,0.1,0.1652,0.6519,0.007,7,0.0079
600026.SH,20250930,0.5707,0.6095,0.0679,-0.0116,7,0.0358
001223.SZ,20250930,0.9851,1.9369,0.9662,1.2529,4,0.0219
000663.SZ,20250930,-0.06,-0.0307,-0.4883,-0.0678,1,0.0002
688143.SH,20250930,0.26,0.5187,0.9949,0.5073,2,0.0367
001278.SZ,20250930,-0.3048,-0.1744,-0.4278,-0.0096,3,0.0254
688200.SH,20250930,2.86,5.6435,0.9733,0.5727,9,0.0913
600715.SH,20250930,0.001,0.0006,-0.4374,-0.1044,2,0.0001
920627.BJ,20250930,0.16,0.0722,-0.5485,-0.0071,5,0.0065
601187.SH,20250930,0.66,0.6612,0.0018,0.0364,3,0.0343
000762.SZ,20250930,-0.014,-0.0072,-0.4851,-0.6472,7,0.0003
603686.SH,20250930,0.27,0.421,0.5593,-0.0767,5,0.0692
603291.SH,20250930,0.1448,0.1241,-0.1429,0.0534,2,0.0022
605377.SH,20250930,0.37,0.3618,-0.0222,-0.1666,5,0.0259
001230.SZ,20250930,0.94,1.7954,0.91,0.0265,2,0.0323
002528.SZ,20250930,-0.0619,-0.0342,-0.4475,-0.4975,3,0.0017
600833.SH,20250930,0.2388,0.3641,0.5249,0.094,3,0.0134
600192.SH,20250930,-0.3589,-0.1883,-0.4755,-0.1067,3,0.0083
920261.BJ,20250930,0.56,0.7195,0.2848,0.1073,12,0.0205
300058.SZ,20250930,0.0553,0.0951,0.7194,0.1378,2,0.0005
688218.SH,20250930,-0.29,-0.1643,-0.4333,-0.0577,1,0.0096
002116.SZ,20250930,0.51,1.0361,1.0316,-0.0024,7,0.0216
301611.SZ,20250930,0.56,1.1281,1.0145,0.2918,3,0.0119
301169.SZ,20250930,-0.75,-0.4935,-0.342,0.0262,3,0.0021
000600.SZ,20250930,0.877,1.7077,0.9472,0.0198,2,0.1639
603486.SH,20250930,2.51,4.8864,0.9468,0.249,4,0.2255
000541.SZ,20250930,0.0918,0.1587,0.7286,-0.0556,3,0.0073
301181.SZ,20250930,0.78,0.8053,0.0325,0.0501,16,0.0138
920575.BJ,20250930,-0.82,-0.4151,-0.4938,1.1099,10,0.0104
600103.SH,20250930,0.0292,0.0361,0.237,-0.1343,2,0.0022
000915.SZ,20250930,1.7414,3.5311,1.0277,0.1791,2,0.1036
600216.SH,20250930,0.97,2.0168,1.0792,-0.055,2,0.0317
002179.SZ,20250930,0.8478,0.4549,-0.4634,0.0948,5,0.0192
920634.BJ,20250930,0.24,0.1575,-0.3436,-0.048,9,0.0119
600775.SH,20250930,-0.0982,-0.0527,-0.4633,-0.1768,10,0.0019
000517.SZ,20250930,-0.0202,-0.0095,-0.5284,-0.7371,7,0.0003
300378.SZ,20250930,0.19,0.088,-0.537,-0.0012,4,0.0009
000899.SZ,20250930,0.89,1.7692,0.9879,0.0803,2,0.0383
600784.SH,20250930,0.24,0.4912,1.0468,-0.0164,2,0.045
300490.SZ,20250930,-0.47,-0.2514,-0.4652,0.0611,2,0.0173
603757.SH,20250930,0.85,0.8203,-0.0349,0.098,4,0.0111
300844.SZ,20250930,-0.41,-0.1835,-0.5526,0.0522,2,0.0063
688198.SH,20250930,0.67,1.3898,1.0744,0.3127,1,0.0293
601368.SH,20250930,0.1533,0.1658,0.0817,-0.0091,27,0.0151
600280.SH,20250930,-0.047,-0.0271,-0.4238,-0.1631,2,0.0006
603266.SH,20250930,0.42,0.6118,0.4567,-0.1079,6,0.0166
002162.SZ,20250930,0.0034,0.002,-0.4057,-0.1584,1,0.0
688051.SH,20250930,-0.87,-0.4897,-0.4372,-0.2429,3,0.0036
688151.SH,20250930,0.01,0.0047,-0.5324,-0.283,7,0.0002
688296.SH,20250930,-0.34,-0.1964,-0.4224,-0.3421,7,0.0043
301628.SZ,20250930,1.28,1.5767,0.2318,0.2179,3,0.0447
688548.SH,20250930,0.15,0.0877,-0.4155,0.1089,1,0.0049
000069.SZ,20250930,-0.5577,-0.3704,-0.3359,-0.4139,3,0.0046
002200.SZ,20250930,-0.3749,-0.2169,-0.4215,-0.2745,3,0.021
002501.SZ,20250930,-0.02,-0.0118,-0.408,-0.1891,10,0.0002
002258.SZ,20250930,0.4763,0.9851,1.0682,0.2619,5,0.0216
688518.SH,20250930,0.32,0.655,1.047,0.0842,1,0.0478
002110.SZ,20250930,0.08,0.0743,-0.0712,-0.0449,2,0.0055
300759.SZ,20250930,0.6477,0.6056,-0.0649,0.1292,5,0.0482
301125.SZ,20250930,0.0095,0.0048,-0.4914,-0.023,6,0.0001
601018.SH,20250930,0.199,0.3564,0.7911,0.0193,13,0.0033
603679.SH,20250930,-0.3445,-0.1847,-0.4638,0.2628,3,0.0013
603559.SH,20250930,-0.16,-0.0816,-0.4901,0.2543,1,0.0007
603063.SH,20250930,0.74,1.4555,0.9669,0.2431,3,0.0853
002142.SZ,20250930,3.35,6.7235,1.007,0.101,3,0.5748
688135.SH,20250930,0.0,0.0,-0.4149,0.2526,3,0.0
601156.SH,20250930,1.26,2.0188,0.6023,0.019,8,0.0931
300784.SZ,20250930,0.77,1.446,0.8779,-0.0094,17,0.1305
301293.SZ,20250930,0.41,0.5298,0.2921,0.221,6,0.0053
301230.SZ,20250930,0.2489,0.4912,0.9736,0.3308,8,0.0086
002983.SZ,20250930,0.42,0.8553,1.0363,-0.0391,3,0.0077
603358.SH,20250930,0.86,1.6676,0.9391,0.0421,5,0.1268
300549.SZ,20250930,0.064,0.1297,1.0266,-0.0164,29,0.0009
600318.SH,20250930,0.0778,0.1005,0.2914,0.117,3,0.0042
688195.SH,20250930,0.5,0.8371,0.6743,0.2849,2,0.0034
301055.SZ,20250930,0.25,0.5178,1.0711,0.1511,3,0.0144
920112.BJ,20250930,1.84,2.7933,0.5181,0.0052,3,0.1324
600917.SH,20250930,0.09,0.0404,-0.5516,0.075,6,0.0012
002168.SZ,20250930,-0.0551,-0.027,-0.5091,0.9396,1,0.0019
688013.SH,20250930,0.9,1.827,1.03,0.1952,1,0.0542
300073.SZ,20250930,0.9686,0.5223,-0.4608,0.3775,1,0.0156
300242.SZ,20250930,-0.0467,-0.0225,-0.5181,0.5436,6,0.0004
000417.SZ,20250930,0.2208,0.1484,-0.3279,0.0291,5,0.0056
688623.SH,20250930,0.88,0.7277,-0.173,-0.1448,2,0.0422
301058.SZ,20250930,0.23,0.1257,-0.4537,0.2889,4,0.0039
600635.SH,20250930,0.176,0.3532,1.0069,-0.0022,3,0.0146
002192.SZ,20250930,0.5545,1.1482,1.0707,0.3038,1,0.0272
601158.SH,20250930,0.16,0.3025,0.8908,-0.0123,3,0.002
000525.SZ,20250930,-0.2092,-0.0891,-0.5742,-0.1601,5,0.001
300629.SZ,20250930,0.0447,0.0199,-0.5558,-0.3599,10,0.0001
002868.SZ,20250930,-0.53,-0.2572,-0.5148,-0.0962,14,0.0152
301096.SZ,20250930,0.06,0.0336,-0.4396,-0.3298,3,0.0011
000727.SZ,20250930,-0.1328,-0.0611,-0.5401,-0.0737,11,0.0027
600039.SH,20250930,0.61,1.2628,1.0701,0.0011,19,0.0027
603056.SH,20250930,-0.27,-0.1437,-0.4679,0.0418,6,0.0016
688543.SH,20250930,0.68,0.9792,0.44,-0.0232,11,0.03
000791.SZ,20250930,0.4876,0.9957,1.0421,-0.0272,2,0.0383
601158.SH,20250930,0.16,0.3086,0.9285,0.0947,8,0.009
920368.BJ,20250930,0.41,0.2594,-0.3673,-0.5782,4,0.0035
603048.SH,20250930,0.31,0.3484,0.1239,0.1845,5,0.0148
301160.SZ,20250930,1.35,1.5227,0.1279,0.0094,1,0.0915
000090.SZ,20250930,-0.0041,-0.0021,-0.4945,0.0868,2,0.0002
600602.SH,20250930,0.1062,0.1344,0.2651,0.1406,4,0.0087
688426.SH,20250930,-0.69,-0.406,-0.4116,0.3998,7,0.0076
301600.SZ,20250930,1.3,1.1321,-0.1291,-0.0444,5,0.0319
300670.SZ,20250930,-0.224,-0.1068,-0.5232,-0.2822,2,0.0093
301167.SZ,20250930,0.1288,0.2713,1.1064,-0.0835,4,0.0122
688298.SH,20250930,-1.1,-0.561,-0.49,0.0088,22,0.0124
600303.SH,20250930,-0.32,-0.1518,-0.5257,0.2726,1,0.0058
600594.SH,20250930,-0.11,-0.0668,-0.3928,-0.1501,24,0.0008
688456.SH,20250930,0.5,0.9945,0.9889,0.174,12,0.0286
002054.SZ,20250930,0.172,0.363,1.1105,-0.0212,2,0.0009
002424.SZ,20250930,0.04,0.0196,-0.5103,-0.2088,3,0.0001
600350.SH,20250930,0.454,0.9268,1.0414,-0.1738,1,0.0218
002806.SZ,20250930,-0.0505,-0.0297,-0.4117,0.1683,1,0.0007
920008.BJ,20250930,0.0842,0.045,-0.4654,-0.2763,2,0.004
002985.SZ,20250930,0.38,0.2168,-0.4294,0.3407,9,0.004
000501.SZ,20250930,0.17,0.1526,-0.1026,-0.1421,6,0.0059
300849.SZ,20250930,-0.0631,-0.0292,-0.5369,-0.0614,2,0.0016
688450.SH,20250930,-0.68,-0.3251,-0.5219,0.4391,2,0.0001
688565.SH,20250930,0.03,0.0626,1.0869,0.2001,6,0.0003
920786.BJ,20250930,0.19,0.0964,-0.4925,0.2653,1,0.0031
300945.SZ,20250930,0.39,0.8414,1.1575,0.3133,11,0.0007
301082.SZ,20250930,0.14,0.2296,0.6398,0.3451,3,0.002
688067.SH,20250930,0.43,0.5001,0.163,0.0812,2,0.0071
000809.SZ,20250930,-0.061,-0.0288,-0.5273,0.2031,6,0.0014
603948.SH,20250930,1.08,0.9404,-0.1293,-0.0922,6,0.0072
603938.SH,20250930,0.17,0.2746,0.6152,0.1887,13,0.0006
301115.SZ,20250930,0.19,0.3771,0.9846,0.0436,3,0.0003
000701.SZ,20250930,-0.1303,-0.0773,-0.4067,-0.2217,1,0.001
688335.SH,20250930,0.02,0.0091,-0.5457,0.4605,5,0.0006
600448.SH,20250930,-0.125,-0.067,-0.4638,0.1257,1,0.0017
300261.SZ,20250930,-0.0072,-0.0039,-0.4593,0.0455,2,0.0
002225.SZ,20250930,0.09,0.1467,0.6297,0.0282,1,0.0123
000153.SZ,20250930,0.2158,0.2326,0.0776,-0.0516,12,0.0188
920247.BJ,20250930,0.16,0.0959,-0.4005,0.0353,3,0.0035
002080.SZ,20250930,0.8818,1.7981,1.0391,0.2335,3,0.122
000404.SZ,20250930,0.5516,1.1123,1.0165,-0.0495,5,0.0118
300859.SZ,20250930,0.64,1.3159,1.0561,0.0272,4,0.2191
600121.SH,20250930,-0.3137,-0.1683,-0.4636,-0.1943,5,0.0099
002469.SZ,20250930,0.2365,0.47,0.9873,0.1513,1,0.0155
600734.SH,20250930,-0.0402,-0.0238,-0.4076,1.0633,1,0.0002
688090.SH,20250930,-0.05,-0.027,-0.4592,-0.1072,12,0.0026
601921.SH,20250930,0.29,0.3855,0.3292,-0.1117,24,0.0111
300427.SZ,20250930,0.1225,0.163,0.3303,0.1412,26,0.001
301282.SZ,20250930,0.41,0.6335,0.5451,0.2243,14,0.0197
603739.SH,20250930,0.24,0.5119,1.1327,0.0926,19,0.0571
002252.SZ,20250930,0.222,0.4334,0.9524,-0.0913,26,0.0095
301395.SZ,20250930,0.132,0.2735,1.0719,0.0933,2,0.0163
600094.SH,20250930,0.11,0.221,1.0089,-0.4736,4,0.0069
002277.SZ,20250930,0.0458,0.06,0.3107,-0.2455,23,0.0007
603939.SH,20250930,1.01,1.4652,0.4507,0.0068,19,0.0754
002278.SZ,20250930,0.1038,0.211,1.0323,0.1437,12,0.0122
600460.SH,20250930,0.21,0.3952,0.8819,0.0923,24,0.0042
688021.SH,20250930,0.0,0.0,-0.5072,0.3523,7,0.0
002057.SZ,20250930,0.293,0.235,-0.1978,0.2091,8,0.0012
688150.SH,20250930,0.45,0.9586,1.1301,0.1607,6,0.0323
002658.SZ,20250930,0.18,0.3669,1.0381,0.0514,20,0.0074
603214.SH,20250930,0.3778,0.4745,0.2558,0.0727,2,0.0137
002403.SZ,20250930,-0.17,-0.1022,-0.3987,-0.0981,7,0.0024
002376.SZ,20250930,0.0769,0.1556,1.0238,0.1517,5,0.0012
603950.SH,20250930,0.85,1.6964,0.9958,0.3143,1,0.0235
600032.SH,20250930,0.255,0.5134,1.0133,-0.0589,3,0.0093
688777.SH,20250930,0.55,1.1264,1.048,-0.1533,16,0.0296
600573.SH,20250930,0.394,0.8335,1.1155,-0.0263,1,0.0235
601615.SH,20250930,0.34,0.7266,1.1372,0.2812,1,0.0077
920050.BJ,20250930,1.45,1.6082,0.1091,0.4443,9,0.0796
300382.SZ,20250930,0.02,0.0103,-0.4837,0.4983,28,0.0002
301089.SZ,20250930,-0.24,-0.1333,-0.4444,-0.1539,1,0.0016
688573.SH,20250930,-1.65,-0.9137,-0.4463,-0.4998,1,0.0196
001205.SZ,20250930,0.3897,0.2518,-0.3539,-0.0704,6,0.0158
601009.SH,20250930,1.54,1.5145,-0.0165,0.1021,4,0.0528
688337.SH,20250930,0.21,0.4014,0.9113,0.0855,11,0.003
301025.SZ,20250930,0.0163,0.0261,0.5995,-0.0914,7,0.0007
603758.SH,20250930,0.31,0.6119,0.9739,-0.1622,2,0.0133
002476.SZ,20250930,0.0619,0.1184,0.9122,0.2268,6,0.001
603909.SH,20250930,0.2946,0.3815,0.2949,0.081,3,0.0164
000709.SZ,20250930,0.065,0.1337,1.0565,0.1105,3,0.0081
603990.SH,20250930,0.11,0.0523,-0.5241,-0.396,10,0.0014
002048.SZ,20250930,0.109,0.0586,-0.462,0.0752,9,0.0006
300365.SZ,20250930,0.0124,0.0154,0.2421,0.5844,5,0.0001
603086.SH,20250930,0.45,0.844,0.8756,0.0812,5,0.0423
301469.SZ,20250930,0.6144,0.317,-0.4841,0.0547,3,0.0118
688533.SH,20250930,0.83,1.5997,0.9273,0.086,2,0.006
601137.SH,20250930,1.09,2.1626,0.9841,0.0484,2,0.0739
002640.SZ,20250930,-0.0109,-0.0052,-0.5248,0.01,9,0.0005
689009.SH,20250930,25.05,50.0151,0.9966,0.696,1,2.8973
300276.SZ,20250930,0.027,0.0562,1.0809,-0.1715,6,0.0013
301456.SZ,20250930,0.41,0.5076,0.238,0.3507,7,0.0169
300307.SZ,20250930,0.15,0.0873,-0.418,-0.2069,4,0.0012
002877.SZ,20250930,0.048,0.0247,-0.4855,0.0407,4,0.0003
600096.SH,20250930,2.5833,5.4472,1.1086,-0.1893,2,0.1828
688520.SH,20250930,-0.6,-0.3433,-0.4278,-0.3213,1,0.0292
601339.SH,20250930,0.37,0.4231,0.1436,-0.0445,4,0.0035
601229.SH,20250930,1.27,1.0642,-0.1621,0.04,2,0.0198
600531.SH,20250930,0.5692,0.6429,0.1295,0.2289,4,0.0329
600667.SH,20250930,0.21,0.271,0.2907,-0.0648,5,0.0117
002631.SZ,20250930,-0.0889,-0.0493,-0.4458,-0.2451,3,0.0022
603919.SH,20250930,0.64,0.727,0.1359,-0.024,5,0.0362
600929.SH,20250930,0.0198,0.0115,-0.4185,-0.2019,12,0.0001
002630.SZ,20250930,0.0316,0.0254,-0.1977,-0.3109,2,0.0023
603738.SH,20250930,0.09,0.0474,-0.4739,0.1397,7,0.0017
600819.SH,20250930,0.13,0.1683,0.2947,-0.041,2,0.0022
603444.SH,20250930,16.85,31.1666,0.8496,0.5477,11,0.7949
920971.BJ,20250930,0.1,0.095,-0.0498,0.1181,3,0.009
002622.SZ,20250930,-0.0314,-0.0215,-0.316,-0.1391,1,0.0011
920896.BJ,20250930,0.45,0.5369,0.1931,0.2627,4,0.0598
002759.SZ,20250930,-0.2,-0.1089,-0.4555,0.2289,3,0.0029
002850.SZ,20250930,4.34,4.025,-0.0726,0.2367,30,0.2687
603089.SH,20250930,0.58,1.1974,1.0646,0.2967,2,0.0123
601901.SH,20250930,0.46,0.9269,1.0149,0.6695,3,0.0052
000839.SZ,20250930,0.0022,0.001,-0.533,-0.0598,17,0.0
920239.BJ,20250930,0.97,0.5126,-0.4715,0.2126,19,0.0001
600506.SH,20250930,0.256,0.5248,1.0499,0.0628,5,0.0015
002538.SZ,20250930,0.1819,0.2303,0.266,0.0612,7,0.0015
688809.SH,20250930,2.57,5.2521,1.0436,0.6617,3,0.0047
300004.SZ,20250930,0.07,0.1345,0.9211,-0.0458,6,0.0018
000633.SZ,20250930,0.0188,0.037,0.9689,0.5777,3,0.0018
603026.SH,20250930,-0.3,-0.1579,-0.4738,0.1301,1,0.0025
688330.SH,20250930,1.0441,0.7994,-0.2344,-0.3693,4,0.0457
603516.SH,20250930,-0.14,-0.0838,-0.4012,-0.4164,13,0.0038
688187.SH,20250930,1.98,4.0499,1.0454,0.1395,2,0.2505
300802.SZ,20250930,0.29,0.5482,0.8904,0.2094,3,0.0009
603161.SH,20250930,0.44,0.2429,-0.4478,-0.0821,2,0.015
000887.SZ,20250930,0.99,1.7968,0.8149,-0.0104,3,0.1397
300669.SZ,20250930,0.0762,0.0457,-0.4008,0.0223,9,0.0016
600727.SH,20250930,0.08,0.04,-0.4997,-0.0649,7,0.0003
301508.SZ,20250930,0.4971,1.0304,1.0727,0.0917,1,0.0049
300650.SZ,20250930,0.18,0.3713,1.0627,0.0745,2,0.0309
300506.SZ,20250930,-0.16,-0.0948,-0.4073,0.0208,11,0.0002
300720.SZ,20250930,0.1417,0.1892,0.3353,-0.0698,3,0.0124
300421.SZ,20250930,0.1757,0.2434,0.3852,0.0539,4,0.0061
300260.SZ,20250930,0.3561,0.2828,-0.2058,0.0549,4,0.0131
000969.SZ,20250930,0.2702,0.5343,0.9775,-0.012,1,0.0112
000626.SZ,20250930,0.0633,0.1244,0.9645,-0.075,15,0.0002
603922.SH,20250930,0.09,0.0667,-0.2592,-0.2571,7,0.0022
301121.SZ,20250930,0.1237,0.0694,-0.4386,0.1461,1,0.0018
003016.SZ,20250930,0.0248,0.0525,1.1164,0.0457,2,0.0045
002687.SZ,20250930,0.05,0.0523,0.0462,0.0149,3,0.0002
000690.SZ,20250930,0.38,0.7731,1.0346,0.0337,4,0.0862
601777.SH,20250930,0.0118,0.0146,0.2355,0.378,2,0.0004
002797.SZ,20250930,0.18,0.3768,1.0935,0.2535,11,0.0018
000006.SZ,20250930,-0.0052,-0.003,-0.4186,-0.582,14,0.0002
603078.SH,20250930,0.2043,0.2923,0.4306,0.1273,19,0.0031
002205.SZ,20250930,-0.118,-0.0625,-0.4706,0.1574,19,0.0006
688602.SH,20250930,-0.01,-0.005,-0.4968,0.1099,2,0.0001
600085.SH,20250930,0.859,0.9853,0.147,0.0259,1,0.0072
301232.SZ,20250930,0.61,0.6165,0.0107,0.5728,3,0.0139
000952.SZ,20250930,-0.2789,-0.1501,-0.4619,-0.1181,3,0.0086
603138.SH,20250930,-0.256,-0.1273,-0.5027,0.1876,18,0.0034
300638.SZ,20250930,0.4149,0.2637,-0.3645,-0.098,7,0.0133
300052.SZ,20250930,-0.1,-0.045,-0.5499,-0.2099,2,0.0029
300724.SZ,20250930,7.73,15.9872,1.0682,0.0494,7,0.0817
688220.SH,20250930,-0.81,-0.389,-0.5198,0.1013,4,0.0066
920685.BJ,20250930,0.23,0.1273,-0.4465,0.0621,2,0.0033
688709.SH,20250930,0.1,0.0723,-0.2766,0.241,2,0.0041
300633.SZ,20250930,0.0774,0.0402,-0.4804,-0.0131,4,0.0036
920526.BJ,20250930,0.12,0.069,-0.4251,0.0584,7,0.0004
000935.SZ,20250930,0.39,0.7985,1.0473,0.2711,3,0.0782
300989.SZ,20250930,0.05,0.0246,-0.5089,-0.061,3,0.0015
605006.SH,20250930,-0.0003,-0.0002,-0.43,0.1925,1,0.0
600894.SH,20250930,0.4638,0.8136,0.7542,-0.0289,2,0.0189
300018.SZ,20250930,0.23,0.4737,1.0595,0.2235,9,0.0179
600279.SH,20250930,0.0406,0.0803,0.9788,-0.0397,7,0.002
301155.SZ,20250930,1.59,3.3496,1.1067,2.4578,9,0.0789
600583.SH,20250930,0.36,0.3821,0.0613,-0.1244,17,0.0169
300696.SZ,20250930,0.16,0.3216,1.0099,0.784,5,0.0207
000755.SZ,20250930,0.2661,0.4313,0.6208,-0.0079,4,0.0117
002155.SZ,20250930,0.66,1.2244,0.8552,0.9604,4,0.0187
001367.SZ,20250930,0.59,0.6071,0.029,0.147,5,0.0685
002345.SZ,20250930,0.36,0.7297,1.027,0.3636,6,0.0361
601166.SH,20250930,2.85,5.9054,1.0721,-0.0021,1,0.1085
000603.SZ,20250930,0.4676,0.9166,0.9603,0.1611,5,0.0153
601919.SH,20250930,1.74,3.5841,1.0598,-0.0591,3,0.1649
300453.SZ,20250930,0.3573,0.3418,-0.0434,0.0329,2,0.0179
301598.SZ,20250930,1.324,1.9806,0.4959,0.1325,19,0.0411
002483.SZ,20250930,0.253,0.2537,0.0026,-0.1152,3,0.0004
603738.SH,20250930,0.09,0.0498,-0.4465,0.1745,1,0.0033
300455.SZ,20250930,-0.2206,-0.0936,-0.5759,-0.019,5,0.0045
603716.SH,20250930,-0.44,-0.2543,-0.422,-0.434,1,0.0
920765.BJ,20250930,-0.06,-0.0392,-0.3464,-0.0583,2,0.0017
600292.SH,20250930,0.07,0.044,-0.3716,-0.1159,4,0.0014
600722.SH,20250930,0.053,0.0484,-0.0862,-0.0024,1,0.0026
300204.SZ,20250930,-0.06,-0.033,-0.4495,-0.2914,2,0.0001
688001.SH,20250930,0.34,0.6827,1.0079,0.2234,4,0.0067
688173.SH,20250930,-0.19,-0.1103,-0.4196,1.0595,1,0.0083
301396.SZ,20250930,0.7004,1.407,1.0089,5.9533,7,0.0244
002230.SZ,20250930,-0.0288,-0.0193,-0.3285,0.1301,2,0.0004
605500.SH,20250930,0.07,0.0319,-0.5443,0.1938,2,0.0013
600201.SH,20250930,0.15,0.2366,0.5773,0.0117,1,0.0182
301138.SZ,20250930,0.5897,1.2042,1.0421,0.2432,11,0.0416
002932.SZ,20250930,0.0616,0.0369,-0.401,-0.0084,8,0.0004
001339.SZ,20250930,0.53,1.0837,1.0448,0.0196,3,0.0482
300906.SZ,20250930,0.4557,0.5788,0.2702,0.0102,3,0.0238
002080.SZ,20250930,0.8818,1.761,0.997,0.2629,1,0.0061
002666.SZ,20250930,0.1,0.2021,1.0209,0.0911,2,0.0183
600577.SH,20250930,0.21,0.4154,0.9783,0.0686,1,0.0321
000422.SZ,20250930,0.7484,1.5277,1.0412,-0.0834,5,0.0884
603030.SH,20250930,-0.07,-0.0421,-0.3992,0.1041,5,0.0014
300556.SZ,20250930,-1.01,-0.422,-0.5821,-0.0829,9,0.0327
001368.SZ,20250930,0.72,1.4916,1.0717,0.1734,2,0.0481
920037.BJ,20250930,1.97,4.0684,1.0652,0.414,2,0.336
300008.SZ,20250930,0.134,0.2687,1.0055,0.3236,4,0.0101
603408.SH,20250930,0.79,1.0762,0.3622,-0.0048,6,0.0052
000759.SZ,20250930,-0.87,-0.4594,-0.472,-0.1636,4,0.0176
003038.SZ,20250930,0.03,0.0154,-0.4878,-0.025,11,0.0006
920693.BJ,20250930,0.12,0.0609,-0.4925,0.167,7,0.001
603602.SH,20250930,0.13,0.2708,1.0833,-0.0136,2,0.0057
688015.SH,20250930,0.45,0.9117,1.0261,0.1252,2,0.0267
000688.SZ,20250930,0.406,0.8095,0.9938,0.2101,2,0.0033
601168.SH,20250930,1.24,2.4134,0.9463,0.3687,5,0.0467
002991.SZ,20250930,1.72,1.059,-0.3843,-0.0646,6,0.0155
300030.SZ,20250930,0.08,0.1559,0.9493,-0.1385,19,0.0033
603869.SH,20250930,0.08,0.1627,1.0343,0.0326,16,0.0004
600990.SH,20250930,-0.3353,-0.1701,-0.4926,-0.0303,1,0.0066
002548.SZ,20250930,-0.12,-0.0685,-0.4289,0.0345,15,0.003
300334.SZ,20250930,0.0044,0.0021,-0.5121,-0.0635,6,0.0001
600230.SH,20250930,0.115,0.2017,0.7535,-0.1322,3,0.0002
002028.SZ,20250930,2.81,4.2079,0.4975,0.278,3,0.056
600936.SH,20250930,-0.21,-0.0946,-0.5497,0.4927,3,0.0073
300177.SZ,20250930,-0.0618,-0.042,-0.321,-0.0714,1,0.0005
920436.BJ,20250930,-0.14,-0.0678,-0.516,0.969,8,0.0066
300489.SZ,20250930,-0.0653,-0.0372,-0.4296,0.5065,4,0.002
000415.SZ,20250930,-0.2219,-0.1418,-0.3608,0.5738,4,0.002
300796.SZ,20250930,0.09,0.1372,0.5248,0.1676,9,0.0116
002826.SZ,20250930,0.44,0.8739,0.9862,-0.0358,20,0.0208
300384.SZ,20250930,0.6349,0.4927,-0.2241,-0.2521,4,0.0227
300133.SZ,20250930,0.09,0.0354,-0.6063,0.1545,10,0.0002
